article,status,brand,name,rating,reviews,n_mentions,total_likes,total_views,first_mention,last_mention
254704415,matched,art&fact,Пилинг для лица азелаиновый,4.7,17430.0,1,69,2477,2025-03-07 11:13:17,2025-03-07 11:13:17
254704415,matched,art&fact,Пилинг для лица азелаиновый,4.7,17435.0,1,69,2477,2025-03-07 11:13:17,2025-03-07 11:13:17
254631878,matched,art&fact,"Пилинг для лица тыквенный энзимный, 30 мл",4.7,17430.0,1,52,934,2025-09-22 14:05:07,2025-09-22 14:05:07
254631878,matched,art&fact,"Пилинг для лица тыквенный энзимный, 30 мл",4.7,17435.0,1,52,934,2025-09-22 14:05:07,2025-09-22 14:05:07
246438624,matched,vois,Шампунь и бальзам для волос женский бессульфатный,4.8,134893.0,1,3,916,2024-10-16 09:00:01,2024-10-16 09:00:01
246438624,matched,vois,Шампунь и бальзам для волос женский бессульфатный,4.8,134893.0,1,3,916,2024-10-16 09:00:01,2024-10-16 09:00:01
240089312,matched,art&fact,Подарочный лифтинг набор для лица с кофеином 3%,4.8,2758.0,1,76,3575,2024-12-05 17:04:25,2024-12-05 17:04:25
240089312,matched,art&fact,Подарочный лифтинг набор для лица с кофеином 3%,4.8,2758.0,1,76,3575,2024-12-05 17:04:25,2024-12-05 17:04:25
223908436,matched,geltekcosmetics,"БАД Омега-3 900 мг и витамин D3 2000 ME, 30 капсул",4.9,555.0,1,12,1379,2024-06-29 07:00:02,2024-06-29 07:00:02
223908436,matched,geltekcosmetics,"БАД Омега-3 900 мг и витамин D3 2000 ME, 30 капсул",4.9,555.0,1,12,1379,2024-06-29 07:00:02,2024-06-29 07:00:02
212806659,matched,geltekcosmetics,"Geltek Baby Нежная пенка-шампунь для младенцев 0+, 150 мл",4.9,134.0,1,20,2283,2025-02-19 07:00:01,2025-02-19 07:00:01
212806659,matched,geltekcosmetics,Пенка-шампунь для купания и подмывания младенцев 0+,4.9,134.0,1,20,2283,2025-02-19 07:00:01,2025-02-19 07:00:01
523231435,only_vk,,,,,6,383,11018,2025-10-30 08:54:26,2025-12-21 17:00:02
688613778,only_vk,,,,,3,118,6164,2025-01-22 15:36:34,2025-09-16 14:27:03
701890634,only_vk,,,,,3,30,4606,2025-12-17 08:40:16,2025-12-23 14:40:19
309272983,only_vk,,,,,3,227,18565,2025-01-31 14:08:12,2025-04-08 14:12:05
246538773,only_vk,,,,,2,113,7338,2024-12-12 16:00:48,2025-01-10 16:16:36
230900707,only_vk,,,,,2,11,2908,2024-11-12 09:00:01,2025-04-21 08:40:09
521169963,only_vk,,,,,2,76,1201,2025-12-08 11:10:00,2025-12-30 15:40:35
218602044,only_vk,,,,,2,73,3682,2025-05-27 09:30:17,2025-07-17 10:44:32
148822805,only_vk,,,,,2,0,1705,2024-11-15 15:30:00,2024-12-17 09:00:00
265293502,only_vk,,,,,2,12,1565,2024-10-14 08:51:22,2024-10-14 09:07:08
953399007,only_vk,,,,,2,97,2474,2025-05-13 12:32:35,2025-12-09 16:00:31
309103821,only_vk,,,,,2,241,4053,2025-07-09 15:29:41,2025-12-15 14:30:49
847659764,only_vk,,,,,2,63,3683,2025-03-21 11:39:03,2025-03-29 09:16:51
380321650,only_vk,,,,,2,108,4035,2025-07-02 16:02:44,2025-07-21 07:19:15
469666182,only_vk,,,,,1,31,2732,2025-08-12 12:49:42,2025-08-12 12:49:42
352047702,only_vk,,,,,1,103,5536,2025-07-07 15:31:46,2025-07-07 15:31:46
381414567,only_vk,,,,,1,73,742,2025-11-30 11:30:57,2025-11-30 11:30:57
404287157,only_vk,,,,,1,53,4423,2025-06-17 10:18:06,2025-06-17 10:18:06
549253521,only_vk,,,,,1,42,1050,2025-08-07 15:38:55,2025-08-07 15:38:55
549255867,only_vk,,,,,1,60,1866,2025-06-26 16:09:14,2025-06-26 16:09:14
772700896,only_vk,,,,,1,25,3376,2025-04-18 07:53:45,2025-04-18 07:53:45
761700859,only_vk,,,,,1,4,81,2026-03-19 14:00:14,2026-03-19 14:00:14
642422849,only_vk,,,,,1,3,3308,2026-03-05 15:20:01,2026-03-05 15:20:01
582997621,only_vk,,,,,1,70,6418,2025-12-09 11:12:36,2025-12-09 11:12:36
145541537,only_vk,,,,,1,7,93,2024-05-27 10:47:16,2024-05-27 10:47:16
142821506,only_vk,,,,,1,134,2532,2023-02-02 14:54:56,2023-02-02 14:54:56
198332496,only_vk,,,,,1,0,0,2024-01-15 10:50:58,2024-01-15 10:50:58
100105255,only_vk,,,,,1,32,1074,2025-11-27 14:30:00,2025-11-27 14:30:00
198705067,only_vk,,,,,1,5,111,2024-10-28 09:09:44,2024-10-28 09:09:44
293926766,only_vk,,,,,1,65,3931,2024-12-11 10:32:39,2024-12-11 10:32:39
311659017,only_vk,,,,,1,50,3081,2025-02-25 09:20:07,2025-02-25 09:20:07
311649776,only_vk,,,,,1,45,2834,2025-02-13 09:00:12,2025-02-13 09:00:12
309582013,only_vk,,,,,1,47,1026,2025-12-20 10:00:00,2025-12-20 10:00:00
309549871,only_vk,,,,,1,98,3073,2025-12-02 15:20:57,2025-12-02 15:20:57
309104495,only_vk,,,,,1,25,1342,2025-10-22 08:17:31,2025-10-22 08:17:31
309103452,only_vk,,,,,1,42,1016,2025-10-12 07:20:43,2025-10-12 07:20:43
309017861,only_vk,,,,,1,37,839,2025-08-26 15:44:59,2025-08-26 15:44:59
12938793,only_vk,,,,,1,16,2683,2025-07-13 13:47:00,2025-07-13 13:47:00
306061825,only_vk,,,,,1,72,2649,2025-04-14 12:06:59,2025-04-14 12:06:59
297440452,only_vk,,,,,1,35,2728,2024-12-17 11:15:37,2024-12-17 11:15:37
253398723,only_vk,,,,,1,5,900,2025-01-14 10:00:00,2025-01-14 10:00:00
246162580,only_vk,,,,,1,43,2679,2024-12-19 16:04:55,2024-12-19 16:04:55
244994473,only_vk,,,,,1,5,99,2024-07-25 09:00:01,2024-07-25 09:00:01
242589924,only_vk,,,,,1,27,544,2026-03-26 09:00:16,2026-03-26 09:00:16
220363638,only_vk,,,,,1,22,2023,2024-10-16 11:00:00,2024-10-16 11:00:00
211891273,only_vk,,,,,1,70,1157,2025-12-07 14:50:00,2025-12-07 14:50:00
309017858,only_vk,,,,,1,71,1131,2025-12-11 15:30:00,2025-12-11 15:30:00
